name,description,category1,brand,price,images
"Excellence","Floor panels that perfectly match your interior. The secure joints combined with a glossy wood structure give your floor a beautiful single-piece look.","laminates","Kronopol","1","http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/02/Excellence-Installation.png | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/02/smoked-oak51.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/02/roman-oak.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/02/narvik-oak9.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/02/gothic-oak.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/02/dublin-oak.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/02/belfast-oak4.jpg | "
"Exquisit","Exqusit is a floor which is as noble and natural as wood. It is perfection itself, radiates warmth and comfort and is as pleasant to walk upon as solid wood. Its synchronized, embossed grain and the matt surface shimmer give it an authentic structure and create a warm, natural atmosphere, And the carefully milled V-groove also contributes to the typical, representative floorboard look.","laminates","Kronotex","2","http://www.topcarpetsandfloors.co.za/wp-content/uploads/2017/02/D2949-ROUTE-DES-VINCE-CLAIR-2.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2017/02/D2905-ROUTE-DES-VINCE-FONCE.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2017/02/D2949-ROUTE-DES-VINCE-CLAIR.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2017/02/D2987-WHITEWASHED-OAK.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2017/02/D3241-NOSTALGIE-TEAK-BEIGE.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2017/02/D4166-PETTERSSON-OAK-NATURE.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2017/02/D4790-OAK-LISKAMM-2.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2017/02/D4786-GALA-OAK-GREY.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2017/02/D4765-PETTERSSON-OAK-GREY.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2017/02/D4763-PETTERSSON-OAK-BEIGE.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2017/02/D4760-ALTO.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2017/02/D4754-OAK-HELLA.jpg | "
"Exquisit Plus","This brand’s decors feature a wide range of carefully selected, exquisite natural wood styles. There sublime, evenly embossed, subtly gleaming surfaces and virtually nature-identical grain drive home this collection’s perfection and exceptional quality. The extra-wide panels invite you to create elegant, spacious rooms with very special, warm feel-good ambiance. The precisely milled V-grooves are the finishing touch to this attractive, real looking plank floor.","laminates","Kronotex","2","http://www.topcarpetsandfloors.co.za/wp-content/uploads/2017/02/D3570-HARBOUR-OAK-2.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2017/02/D4762-AVENUE.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2017/02/D4787-GALA-OAK-WHITE.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2017/02/D4785-GALA-OAK-TITAN.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2017/02/D4784-GALA-OAK-BROWN.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2017/02/D4783-GALA-OAK-NATURE.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2017/02/D4780-GRIVOLA.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2017/02/D3570-HARBOUR-OAK.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2017/02/D3572-HARBOUR-OAK-GREY.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2017/02/D4164-VILLAGE-OAK.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2017/02/D4767-PALACE-OAK-DARK.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2017/02/D4768-PALACE-OAK-LIGHT.jpg | "
"Grandeur","Exuding pure luxury, this floor, fit for a castle, makes the most of every space. Its extra-long and wide planks do not only fit large areas and spacious lofts, they also look great in smaller rooms.Grandeur is an exclusive floor with an oak look. The matt-shiny laminate is virtually indistinguishable from solid parquet floor and radiates pure luxury. The long and wide planks with V-groove enhance the feeling of spaciousness and make Grandeur the perfect floor for your living room","laminates","Azura","4","http://www.topcarpetsandfloors.co.za/wp-content/uploads/2017/02/Grandeur-Installation.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2017/02/RENAISSANCE-OAK.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2017/02/PROVIDENCE-OAK.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2017/02/MONET-OAK.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2017/02/MAGRITTE-OAK.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2017/02/ALMOND-OAK.jpg | "
"Helio","You can see the contrast of matt and gloss in each board. The entirety gives a realistic look of oak boards painted with oil.","laminates","Kronopol","2","http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/install92.png | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/masala-oak2.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/ginger-oak7.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/cardamon-oak.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/anise-oak1.jpg | "
"Impressio","The tough laminate from the Impressio collection, with decors ranging from light to dark, seems proof against the ravages of time. The planks are shorter and wider than standard laminate planks. The natural looking structure ensure a weathered, rugged look. The decors with Panoramic design flows from plank to plank, giving the impression of an endless look.","laminates","Azura","3","http://www.topcarpetsandfloors.co.za/wp-content/uploads/2017/02/Impressio-Installation.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2017/02/939-MIDNIGHT-BROWN-OAK.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2017/02/931-PLATINUM-BLONDE-OAK.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2017/02/930-FRAPPUCCINO-OAK.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2017/02/928-WADI-RUM-OAK.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2017/02/917-SAVANNAH-OAK.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2017/02/060-TITICACA-OAK.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2017/02/106-GARDA-OAK.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2017/02/142-CASPIAN-OAK.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2017/02/703-AGE-CASTLE-OAK.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2017/02/915-BLAZED-OAK.jpg | "
"Inovar","The smooth finish on Inovar leaves a soft and silky sensation beneath your feet. Cool in summer but warm in winter, these laminates are an all-season flooring that should not go un-noticed/be overlooked.","laminates","Finfloor","3","http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/09/Inovar-Installation.png | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/09/AC4-V4-Vaal.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/09/AC4-V4-Caledon.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/09/AC3-Smoked-Oak.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/09/AC4-BlancMaple.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/09/AC4-Oregon.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/09/AC4-Umgeni24.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/09/AC4-V4-Sand.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/09/AC3-GreyIceBig.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/09/AC3-Cafe-Latte.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/09/AC3-Autumn-Oak.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/09/YellowGum.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/09/WhiteSpruce.jpg | "
"Inspirations","Inspirations laminate range, the longest , widest and quietest laminate available in South Africa. This Commercial grade laminate comes in a wide 239mm and long 2200mm plank, enhancing the pattern of the laminate making it look more natural. The quieter 12mm plank offers greater stability and sound absorption making this ideal choice for office and home.","laminates","Constantia","3","http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/01/B1Installation.png | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/01/WoodlandOak.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/01/White-Elder.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/01/Volcanic-Ash.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/01/Stone-House.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/01/Silver-Elm.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/01/Oakwood-Manor.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/01/BrownStone.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/01/Grey-Frost.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/01/Maplewood-Mist.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/01/NordicGrey.jpg | "
"Kingsize","The KINGSIZE planks give every decor in this range the grand presentation it deserves and the extra wide planks reveal the natural beauty of wood.","laminates","Azura","2","http://www.topcarpetsandfloors.co.za/wp-content/uploads/2017/02/Kingsize-Installation.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2017/02/VERDON-OAK-WHITE.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2017/02/VERDON-OAK-AUTHENTIC.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2017/02/VALLEY-OAK-MOCCA.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2017/02/LUMBER-JACK.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2017/02/ARLINGTON-OAK-CREAM.jpg | "
"KronoClik","FinFloor is excited to present their new German manufactured flooring range Kronoclik. KronoClick laminate flooring range is designed and manufactured to the highest European standards. Available in 8 unique colour specifically designed to be inline with current European trends this 8mm laminate flooring is available with or with out a V-groove. ","laminates","Finfloor","3","http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/Install.png | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/WavelessOakDark.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/StirlingOakPure.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/StirlingOak.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/NostalgieTeakSilver.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/NevadaPine.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/Malmo.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/LodgePine.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/BourbonOak.jpg | "
"Liberty","Healthy: Produced to strict European norms. For a healthy living, emissions of vapours are the same as you would expect from wood in its natural state.Ecological: Made from suistanable wood from local sources – produced at the most modern, environmental friendly production facility of its kind.Resilient: Superior abrasion (cl. AC4/32), scratch- & impact resistance as well as colourfast (antifade).Waterresistant: Gives more than double the resistance to water than regular laminate floors.Residential warranty: 25 years
Commercial warranty: 2 years Only Available in Durban KZN","laminates","Kronoswiss","2","http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/10/Installation.png | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/10/Lucerne-Oak.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/10/Santiago-Oak.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/10/Rio-Oak.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/10/New-York-Oak.jpg | "
"Living Expression AquaSafe","Pergo – Living Expression Aquasafe Modern Plank laminate flooring is specially designed for even quicker and easier installation. Each piece simply locks directly into place, giving the same stunning aesthetic qualities as a traditional installation, but faster and without the need for adhesive. Thanks to our revolutionary Perfect Fold – 3D click system, as well as low maintenance and effortless cleaning for long lasting beauty, now its possible to have a solid installation through an enhanced locking system. Pergo – Living Expression Aquasafe Modern Plank laminate flooring is certified good environment choice made from renewable resources.","laminates","Van Dyck","3","http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/06/Install.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/06/Urban-Grey-Oak.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/06/Scraped-Vintage-Oak.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/06/New-England-Oak.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/06/Limed-Grey-Oak.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/06/Farmhouse-Oak.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/06/Brushed-White-Pine.jpg | "
"Living Expression Long Planks","Pergo – Living Expression Long Plank laminate flooring is specially designed for even quicker and easier installation. Each piece simply locks directly into place, giving the same stunning aesthetic qualities as a traditional installation, but faster and without the need for adhesive. Thanks to our revolutionary Perfect Fold – 3D click system, as well as low maintenance and effortless cleaning for long lasting beauty, now its possible to have a solid installation through an enhanced locking system. Pergo – Living Expression Long Plank laminate flooring is certified good environment choice made from renewable resources.","laminates","Van Dyck","3","http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/06/Install.png | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/06/Winter-Oak.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/06/Grey-Oak.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/06/European-Oak.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/06/Drift-Oak.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/06/Burnt-Oak.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/06/Autumn-Oak.jpg | "
"Luna","Surprises with synchronic matching of surface texture and wood grain. The uniqueness is enhanced with a matt finish.","laminates","Kronopol","2","http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/install84.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/ferrara-oak.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/rimini-oak.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/livorno-oak.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/garda-oak.jpg | "
