name,description,category1,brand,price,images
"Night & Day","The smooth finish on Night & Day leaves a soft and silky sensation beneath your feet. Cool in summer but warm in winter, these laminates are an all-season flooring that should not go un-noticed/be overlooked.","laminates","Constantia","2","http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/01/Installation.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/01/AC4_Vaal.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/01/AC4_V4_Sand.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/01/AC4_V4_Caledon.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/01/AC4_Umgeni.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/01/AC4_Oregon-Pine.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/01/AC4_Blanc-Maple.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/01/AC3_AutumnOak.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/01/AC3_CafeLatte.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/01/AC3_GreyIce.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/01/AC3_SmokedOak.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/01/AC3_WhiteSpruce.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/01/AC3_YellowGum.jpg | "
"Noblesse","","laminates","Kronoswiss","2","http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/02/Noblesse-Installation.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/02/Amercian-Walnut.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/02/Original-Merbau.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/02/wild-cherry41.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/02/swiss-beech.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/02/strassbourg-oak5.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/02/rift-oak4.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/02/nordinc-ash1.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/02/cordoba-oak1.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/02/elegance-oak.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/02/helsinki-oak.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/02/lucerne-oak.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/02/matogrosso-jatoba.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/02/new-york-eiche2.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/02/ascona-eiche8.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/02/butternut4.jpg | "
"Noblesse 4v","","laminates","Kronoswiss","2","http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/02/Noblesse-4v-Installation.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/02/strassbourg-oak54.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/02/rift-oak34.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/02/premium-acacia.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/02/new-york-eiche6.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/02/new-legacy-oak.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/02/bourbon-oak.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/02/geneva-oak.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/02/grinon-oak.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/02/historic-oak.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/02/lugano-oak.jpg | "
"Perfect Looks","As the names suggests, Perfect Looks is indeed the perfect flooring for your home or business.  As one of our favorites, this versatile laminate is wonderfully easy to maintain and offers to provide a hassle-free and perfect finish anywhere.","laminates","Constantia","1","http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/02/Perfect-Looks-Installation.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/02/Sandalwood.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/02/KahluaOak.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/02/AC3_Wheat.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/02/AC3_HelenaOak.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/02/AC3_ClassicOak.jpg | "
"Prestige","","laminates","Kronoswiss","1","http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/02/Prestige-Installation.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/02/White-Oak.png | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/02/Rustic-Oak.png | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/02/Laurentina-Oak.png | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/02/Fiumicino-Oak.png | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/02/Classic-Oak.png | "
"Prima Floor","Prima Floor is the ideal laminate flooring for today’s busy life. This KRONO ORIGlNAL® laminate flooring is lovely to look at, easy to care for and highly resistant to the scuffs and spills of everyday life.","laminates","Global Stream","1","http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/02/prima-floor-installation.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/02/black-oak2.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/02/white-oiled-oak.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/02/st-moritz-oak7.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/02/san-francisco-pine1.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/02/san-diego-oak.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/02/rustic-oak6.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/02/highland-oak.png | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/02/loxley-oak.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/02/manitoba-oak.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/02/nevada-oak3.jpg | "
"Quattro Vintage","Quattro Vintage is a throwback to a time when wood dominated a home. Striking knots, grains and ember imperfections mimic aged wood creating a retro look. The collection is full of character and the accentuated grooves further enhance the effect. The addition of the 3D wood effect lights up and radiates warmth in any home. Quattro Vintage is a bold mix of old fashioned.","laminates","Azura","3","http://www.topcarpetsandfloors.co.za/wp-content/uploads/2017/02/Quattro-Vintage-Installation.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2017/02/GOLDEN-CHESTNUT.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2017/02/SANDSTORM-OAK.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2017/02/MONTANA-OAK.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2017/02/MACADAMIA-OAK.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2017/02/LIPICA-OAK.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2017/02/GUNSMOKE-CHESTNUT.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2017/02/HONEY-BLONDE-CHESTNUT.jpg | "
"Route Des Vins","An artistic creation originating from a combination of the feel of historic trade routes with wine matured-in-wooden barrels. The high abrasion resistance class means the long-term conservation of its outstanding character.","laminates","Kronopol","3","http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/Route-Des-Vins-Installation.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/barbara-larch.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/merlot-platan.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/cabernet-cedar.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/bordeaux.jpg | "
"Sparkle","Sparkle is the perfect laminate flooring for any occasion. This beautiful range of flooring is visually pleasing in any home with easy maintenance and a high scuff resistance. Furthermore, it offers a stress-free installation with stunning results.","laminates","Constantia","2","http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/02/Sparkle-installation.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/02/White-Pine.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/02/platinum-ash.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/02/old-oak.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/02/merbau-3-strip.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/02/light-oak.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/02/beech-3-strip.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/02/cherry-plank.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/02/cottage-pine.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/02/dark-taylor-oak.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/02/laurentian-silvergrey-oak-584.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/02/laurentian-white-varnish-oak.jpg | "
"Spotlight","A very attractive selection of colours lie within this range of laminates, assuring you of satisfaction in every room. Spoltlight has a slightly textured and eye-catching finish leaving you with outstanding results.","laminates","Constantia","2","http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/02/Spotlight-Installation.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/02/wild-maple7.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/02/silver-ash9.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/02/pecan-original5.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/02/ice-oak6.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/02/dark-oak1.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/02/autumn-oak3.jpg | "
"Super Natural Classic","The Super Natural Classic range provides a new level of realism. The matt surface, with Authentic Embossed glossy pore, faithfully reproduces the most exquisite features of premium quality timber to give your floor a natural look and feel.","laminates","Global Stream","2","http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/02/install867.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/02/warehouse-oak-5164.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/02/valley-oak-5540.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/02/light-brushed-oak-8634.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/02/harlech-oak-8573.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/02/colorado-oak-5543.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/02/aspen-oak-8630.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/02/blonde-oak-8575.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/02/boulder-oak-5542.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/02/castle-oak-8631.jpg | "
"Supreme AC3","Supreme flooring can be fitted throughout the home, offering an extremely durable, resistant flooring that is safe for your family. Supreme Laminates are stain resistant, abrasive and fade resistant, ensuring you years of use. The flooring can be fitted over most existing flooring, saving you time and money. Supreme Laminate Flooring is easily cleaned using a damp cloth, and therefore, more eco-friendly and economical in the long run.","laminates","Finfloor","2","http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/02/Supreme-AC3-Installation.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/02/wheat-1.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/02/sandalwood.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/02/kahlua-oak.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/02/helena-oak.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/02/classic-oak.jpg | "
"Supreme AC4","Supreme AC4/32 range has Embossed grain with different depths – creates outstanding surface effects and contrasts. It has a high impact / wear resistance and is easy to maintain.","laminates","Traviata","2","http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/Supreme-AC4-Installation.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/beech8.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/supreme-quebec-maple-swatch.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/supreme-oak-texas-swatch.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/supreme-oak-berlin-swatch.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/supreme-oak-alba-swatch.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/supreme-alpine-spruce.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/supreme-alberta-wallnut-swatch.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/segovia-cherry-swatch.jpg | "
"Supreme AC4 V-Grove","Supreme flooring can be fitted throughout the home, offering an extremely durable, resistant flooring that is safe for your family.","laminates","Finfloor","2","http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/02/Supreme-AC4-V-Grove-Installation.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/02/RoyalOak.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/02/LightOak.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/02/HoneyOak.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/02/Coffee-Tree.png | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/02/GreyBark.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/02/AthensOak.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/02/African-Walnut.png | "
"Time Out","This delightful laminate flooring range is a definite for anyone looking for a little more time to themselves.  With its low maintenance and simple installation you can be assured to be able to enjoy your new floors for that much longer!","laminates","Constantia","2","http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/02/Time-Out-Installation.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/02/african-wenge.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/02/vintage-white.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/02/urban-clay.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/02/royal-cherry.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/02/oak-royal9.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/02/natural-oak93.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/02/almond-chestnut.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/02/beech9.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/02/country-oak4.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/02/grey-oiled-oak.jpg | "
"Town and Country","With these warm and natural colours, the Town and Country laminate range is ideally suitable for any home.  Minimal maintenance and high scuff resistance makes this flooring a popular choice. So whether you’re a country bumpkin or a city slicker you can be sure these floors will make you feel right at home!","laminates","Constantia","1","http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/02/Town-and-Country-installation.png | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/02/smoked-oak1.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/02/roman-oak2.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/02/narvik-oak2.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/02/gothic-oak9.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/02/dublin-oak9.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/02/belfast-oak5.jpg | "
"Tradition Sculpture","The look of real wood with beveled edges and the sawn cut marks left on its surface makes you love this floor down to its imperfections. Its hand-scrapped wood structure and the many ways in which the planks catch the light reflect pure craftsmanship, adding authenticity and character to your home.","laminates","Azura","3","http://www.topcarpetsandfloors.co.za/wp-content/uploads/2017/02/Tradition-Sculpture-Installation.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2017/02/BARN-OAK.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2017/02/WILD-MESQUITE.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2017/02/VINTAGE-OAK.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2017/02/SUTTON-HICKORY.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2017/02/PRESTIGE-OAK.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2017/02/HAMPTON-HICKORY.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2017/02/HERITAGE-OAK.jpg | "
"Urbanflor","Urbanflor is the perfect response to the current trend of converting old factory buildings into lovely lofts. These industrial laminate floors are available in attractive timber designs with sawing effect that, once in place, resemble old, worn and seasoned wooden planks.","laminates","Azura","2","http://www.topcarpetsandfloors.co.za/wp-content/uploads/2017/02/Urbanflor-Installation.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2017/02/WHITE-VARNISH-OAK.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2017/02/SILVERGREY-OAK.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2017/02/SILEX-OAK.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2017/02/OLD-OAK.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2017/02/MILLENIUM-OAK.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2017/02/BERGERAC-OAK.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2017/02/COCOON-OAK.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2017/02/COLFAX-OAK.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2017/02/COTTAGE-PINE.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2017/02/DARK-WALNUT.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2017/02/KARWENDEL-PINE.jpg | "
"Variostep Classic","V-grooves for a spacious appearance. The Variostep Classic collection not only satisfies your demand for unmatched quality and easy installation. Its V-grooves also create the cosy look of a genuine solid hardwood floor. The grooves give your floor a unique and charming solid plank appearance as well as creating a sense of space. So if you’re looking to give your room a breathtaking new lease of life, you certainly won’t be disappointed.","laminates","Global Stream","2","http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/07/installation26.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/07/silver-dollar-oak4.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/07/corona-oak.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/07/clearwater-oak.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/07/bayside-oak-k058.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/07/atlas-oak.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/07/sun-bleached-walnut.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/07/meridian-oak.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/07/native-oak.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/07/rockford-oak4.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/07/eastwood-oak.jpg | "
"Venus","Heralding a new generation of 3D laminated floors. The three dimensional effect guarantees an original and stylish complement to your interior. Flooring with that special something.","laminates","Kronopol","2","http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/Kronopol-Venus-Installation.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/pandora-oak.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/nike-oak.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/helen-elm.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/cleopatra-oak.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/athena-walnut.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/artemidas-oak.jpg | "
"Vintage Classic","Since the traces of time are precious and beautiful, the vintage style will not only be in line with the current trend but will also give your home a special atmosphere. The Krono Original® Vintage Classic floor is the perfect basis for an exciting mix of old and new. The surface which appears to be sculpted by hand gives the floor a robust, uncomplicated elegance. Not only do old and new make for a perfect combination – but so do the “Vintage Classic“ and “Vintage Narrow“ floors, which can be laid in mixed widths together; allowing you to create a truly individual space.","laminates","Global Stream","3","http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/07/install.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/07/BAKERSFIELD-CHEASTNUT-5539.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/07/APPALACHIAN-HICKORY-8155.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/07/TAWNY-CHESTNUT-5537.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/07/RUSHMORE-CHESTNUT-5536.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/07/RENAISSANCE-OAK-5948.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/07/RED-RIVER-HICKORY-8156.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/07/HISTORIC-OAK-5947.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/07/CHANTILLY-OAK-5953.jpg | "
"Arlington","ARLINGTON features the ever popular clic system which allows for a glue-less installation. This sophisticated range of colours and textures allows the space you are working with to be brought to life. The contemporary tones allow for a diverse clientele that has always wanted to impress.","luxury-vinyl-tiles","Belgotex","4","http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/01/Arlington-Installation.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/01/Sycamore.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/01/Bodare.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/01/Sugarberry.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/01/Jatoba.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/01/Hackberry.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/01/Conebush.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/01/Buckthorn.jpg | "
"Charleston","CHARLESTON is a collection comprised of premium designs, which offers a combination of subtle wood designs together with more exotic wild textures. This collection showcases the beauty of natural timber, at a fraction of the cost. Each design is bound to transform your home into the haven you have always dreamt of. CHARLESTON is ideal for any residential application, and has added benefits of being water resistant and quiet under foot.","luxury-vinyl-tiles","Belgotex","2","http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/01/charleston-har_silver-fir_std.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/01/charleston-verawood.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/01/charleston-tulipwood.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/01/charleston-partridgewood.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/01/charleston-leadwood.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/01/charleston-kingwood.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/01/charleston-boxwood.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/01/charleston-canarywood.jpg | "
"Classic 190","Traviloc Luxury Vinyl is 100% Waterproof with a cross weave fibre glass technology that is incorporated into each plank for superb dimensional stability. Our new locking system is 40% stronger than all our competitors. Traviloc has an Expansion / Contraction rate below 0,05% – more than 80% better than the requirements of European Standard EN 434.","luxury-vinyl-tiles","Traviata","3","http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/Classic-190-Installation.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/vinyl-190-texas-oak-red1.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/traviloc-190-sawn-oak-white-swatch.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/traviloc-190-rustic-hickory-swatch.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/traviloc-190-markham-oak-light-swatch1.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/swatch-sawn-oak-grey8.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/dakota-sawcut2.jpg | "
"Classic 220 Wide","Traviloc Luxury Vinyl is 100% Waterproof with a cross weave fibre glass technology that is incorporated into each plank for superb dimensional stability. Our new locking system is 40% stronger than all our competitors. Traviloc has an Expansion / Contraction rate below 0,05% – more than 80% better than the requirements of European Standard EN 434.SpecificationsGrade: T1Wear Layer: 0,5mm Ceramic Bead technologyEmbossing: IRE (Authentic woodgrain emboss)Warranty: Lifetime domestic/5 year commercialPanel Size: 1210 x 220 x 5mmBox Size: 1,86m2Edge treatment: Micro BevelledWeight of box: 19kgAcoustic data – 5db EN717-2 (ISO140-8)Traviloc is completely waterproof, requires no underlay and can be installed over most firm substrates. It is perfectly safe even in bathrooms, kitchens and other areas prone to moisture. Travi-Lay (underlay) is now approved for use with Traviloc range should it be requiredUsing the dramatic in-register emboss giving each plank an authentic woodgrain appearance.Traviloc solid vinyl flooring is a versatile, natural looking flooring suitable for all commercial, leisure, retail and domestic applications.Installation is noise, dust and odour free.Good slip resistance. •Excellent Chemical and Stain resistance.Traviloc is “Floor Score” certified for indoor air quality.A unique fibre glass Cross Weave technology is incorporated into each plank","luxury-vinyl-tiles","Traviata","3","http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/Classic-220-Wide-Installation.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/vinyl-220-golden-oak-sand.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/vinyl-220-golden-oak-brown.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/vinyl-220-golden-oak-arctic.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/traviloc-220-golden-oak-light-swatch.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/swatch-golden-oak-auburn.jpg | http://www.topcarpetsandfloors.co.za/wp-content/uploads/2016/03/smokedoakalmond.jpg | "
